7772
NON DEL DUP INV
0.987 0.013 0.0 0.0 
0.997 0.001 0.002 0.0 
0.904 0.093 0.003 0.0 
0.9574 0.007 0.0236 0.012 
0.6957499999999999 0.276 0.01925 0.009 
0.9271666666666667 0.071 0.001833333333333333 0.0 
0.8278333333333333 0.148 0.017166666666666667 0.007 
0.6332000000000001 0.348 0.0178 0.001 
0.4758214285714286 0.453 0.07117857142857142 0.0 
0.21208333333333335 0.778 0.009916666666666666 0.0 
0.47583333333333333 0.52 0.0031666666666666666 0.001 
0.3131666666666667 0.676 0.009833333333333335 0.001 
0.081 0.919 0.0 0.0 
0.2786547619047619 0.688 0.03334523809523809 0.0 
0.012 0.988 0.0 0.0 
0.222 0.778 0.0 0.0 
0.02 0.98 0.0 0.0 
0.56475 0.435 0.00025 0.0 
0.14716666666666667 0.841 0.009833333333333333 0.002 
0.344 0.614 0.042 0.0 
0.093 0.905 0.002 0.0 
0.254 0.731 0.014999999999999998 0.0 
0.2889 0.699 0.0111 0.001 
0.2316666666666667 0.294 0.47433333333333333 0.0 
0.18423333333333336 0.161 0.6547666666666666 0.0 
0.2820833333333333 0.707 0.009916666666666666 0.001 
0.09366666666666666 0.905 0.0003333333333333333 0.001 
0.2595 0.728 0.0115 0.001 
0.5814999999999999 0.4 0.0185 0.0 
0.46621428571428575 0.494 0.012785714285714286 0.027 
0.08093333333333333 0.918 0.0010666666666666667 0.0 
0.083 0.917 0.0 0.0 
0.223 0.777 0.0 0.0 
0.419 0.577 0.004 0.0 
0.018 0.982 0.0 0.0 
0.135 0.865 0.0 0.0 
0.296 0.695 0.009 0.0 
0.008 0.992 0.0 0.0 
0.35466666666666663 0.642 0.0033333333333333335 0.0 
0.15475 0.834 0.00925 0.002 
0.589 0.394 0.017 0.0 
0.5233333333333333 0.47 0.006666666666666666 0.0 
0.6204833333333334 0.37 0.008516666666666665 0.001 
0.13 0.868 0.002 0.0 
0.218 0.782 0.0 0.0 
0.15973095238095236 0.814 0.026269047619047615 0.0 
0.074 0.925 0.001 0.0 
0.1695 0.826 0.0045 0.0 
0.002 0.998 0.0 0.0 
0.0535 0.942 0.0045 0.0 
0.607 0.393 0.0 0.0 
0.1746666666666667 0.821 0.004333333333333334 0.0 
0.6814166666666667 0.308 0.010583333333333333 0.0 
0.148 0.852 0.0 0.0 
0.121 0.879 0.0 0.0 
0.084 0.9106000000000001 0.0054 0.0 
0.075 0.924 0.001 0.0 
0.0515 0.945 0.0025 0.001 
0.863 0.129 0.008 0.0 
0.042 0.957 0.001 0.0 
0.3461 0.648 0.005900000000000001 0.0 
0.23 0.76975 0.00025 0.0 
0.5855666666666666 0.406 0.008433333333333334 0.0 
0.4363333333333333 0.556 0.007666666666666666 0.0 
0.155 0.466 0.379 0.0 
0.6955333333333333 0.269 0.03546666666666667 0.0 
0.84825 0.149 0.00275 0.0 
0.34763333333333324 0.47 0.18236666666666662 0.0 
0.11941666666666666 0.858 0.021583333333333336 0.001 
0.09915 0.893 0.00785 0.0 
0.09266666666666666 0.906 0.0003333333333333333 0.001 
0.0935 0.903 0.0035 0.0 
0.42608333333333337 0.535 0.03591666666666667 0.003 
0.3112 0.685 0.0038 0.0 
0.22011666666666665 0.775 0.003883333333333333 0.001 
0.11533333333333333 0.862 0.022666666666666665 0.0 
0.3940166666666667 0.589 0.016983333333333333 0.0 
0.3273333333333333 0.588 0.08066666666666668 0.004 
0.072 0.928 0.0 0.0 
0.059 0.941 0.0 0.0 
0.1585 0.834 0.0055 0.002 
0.039 0.961 0.0 0.0 
0.3105833333333334 0.677 0.012416666666666666 0.0 
0.21700000000000003 0.78 0.003 0.0 
0.176 0.823 0.0 0.001 
0.49466666666666664 0.505 0.0003333333333333333 0.0 
0.10183333333333333 0.896 0.0021666666666666666 0.0 
0.0839 0.911 0.0050999999999999995 0.0 
0.041 0.957 0.002 0.0 
0.5971666666666667 0.389 0.012833333333333332 0.001 
0.029 0.969 0.002 0.0 
0.023 0.977 0.0 0.0 
0.235 0.765 0.0 0.0 
0.051 0.949 0.0 0.0 
0.417 0.55 0.033 0.0 
0.11 0.886 0.004 0.0 
0.011 0.989 0.0 0.0 
0.125 0.875 0.0 0.0 
0.104 0.896 0.0 0.0 
0.027 0.973 0.0 0.0 
0.085 0.911 0.001 0.003 
0.322 0.668 0.01 0.0 
0.6602333333333332 0.315 0.020766666666666666 0.004 
0.5635 0.43 0.0065 0.0 
0.06761666666666667 0.594 0.3383833333333333 0.0 
0.113 0.887 0.0 0.0 
0.1494 0.839 0.0116 0.0 
0.003 0.997 0.0 0.0 
0.034 0.966 0.0 0.0 
0.223 0.777 0.0 0.0 
0.042 0.958 0.0 0.0 
0.4435 0.556 0.0005 0.0 
0.4026666666666666 0.586 0.011333333333333332 0.0 
0.033 0.967 0.0 0.0 
0.302 0.698 0.0 0.0 
0.3635166666666666 0.616 0.01948333333333334 0.001 
0.078 0.921 0.001 0.0 
0.5646833333333335 0.379 0.05431666666666667 0.002 
0.939 0.06 0.001 0.0 
0.799 0.2 0.001 0.0 
0.07526666666666666 0.917 0.007733333333333333 0.0 
0.5719666666666666 0.304 0.12403333333333333 0.0 
0.801 0.199 0.0 0.0 
0.1135 0.882 0.0025 0.002 
0.3502 0.639 0.0108 0.0 
0.216 0.781 0.001 0.002 
0.314 0.675 0.007000000000000001 0.004 
0.366 0.61 0.007 0.017 
0.348 0.651 0.001 0.0 
0.643 0.357 0.0 0.0 
0.048 0.952 0.0 0.0 
0.45266666666666666 0.542 0.003333333333333333 0.002 
0.154 0.836 0.009 0.001 
0.044 0.956 0.0 0.0 
0.044 0.955 0.001 0.0 
0.252 0.747 0.001 0.0 
0.018 0.982 0.0 0.0 
0.249 0.748 0.003 0.0 
0.905 0.095 0.0 0.0 
0.048 0.951 0.001 0.0 
0.4136666666666667 0.56 0.021333333333333333 0.005 
0.179 0.8205 0.0005 0.0 
0.054 0.9126666666666667 0.03333333333333333 0.0 
0.17216666666666666 0.802 0.023833333333333335 0.002 
0.147 0.841 0.012 0.0 
0.144 0.856 0.0 0.0 
0.325 0.675 0.0 0.0 
0.088 0.912 0.0 0.0 
0.1930833333333333 0.806 0.0009166666666666666 0.0 
0.8785 0.118 0.0035 0.0 
0.682 0.318 0.0 0.0 
0.01 0.986 0.004 0.0 
0.309 0.691 0.0 0.0 
0.30825 0.687 0.00475 0.0 
0.192 0.805 0.003 0.0 
0.7547 0.228 0.0173 0.0 
0.005 0.995 0.0 0.0 
0.224 0.776 0.0 0.0 
0.755 0.244 0.001 0.0 
0.3219642857142857 0.655 0.021035714285714286 0.002 
0.01 0.99 0.0 0.0 
0.6535 0.346 0.0005 0.0 
0.404 0.596 0.0 0.0 
0.8594166666666666 0.075 0.06558333333333333 0.0 
0.4701333333333335 0.45 0.07986666666666666 0.0 
0.6316 0.357 0.011399999999999999 0.0 
0.7688333333333334 0.225 0.006166666666666666 0.0 
0.052 0.948 0.0 0.0 
0.3595 0.638 0.0025 0.0 
0.089 0.911 0.0 0.0 
0.4602833333333333 0.474 0.04271666666666667 0.023 
0.062 0.938 0.0 0.0 
0.17715 0.76 0.061849999999999995 0.001 
